,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
798,$53,1,Houston,Oct-12,"Stunning city skyline views, three outdoor decks, pet friendly, very clean townhouse with access to full kitchen. Located in heart of the city, convenient walking access to restaurants, bars, metro train line, and easy access to all freeways by car. Private upstairs bedroom with bathroom and private patio overlooking downtown.",29.74608945,-95.38394675,Montrose Lovely Urban Retreat
799,$95,0,Houston,Jun-14,"Large garage apartment in Houston's coolest neighborhood, The Heights! Complete with queen-sized bed, large couch, mini-fridge, microwave, TV, free wifi, and a coffee maker. Walking distance to some of Houston's best restaurants and bars, walking path and bike path!",29.78154856,-95.39594277,Cute Heights Apt - Walk Everywhere!
800,$84,1,Houston,Aug-14,"You can't beat this location! Walking distance to great midtown restaurants/nightlife, Downtown, Football Stadium and Med Center(via nearby public transit rail or bus), gym, cafes and area parks. Private, cozy room with private bathroom and private patio/entry.\n\nGeneral check in is 2 pm and check out is 11 am. However, we are very flexible and accommodating depending on arriving and departing guests' schedules. If you have any special check in or check out requests, do not hesitate to ask!",29.74759601,-95.37971627,The Heart of Midtown
801,$35,1,Houston,Sep-16,"10 min to Medical Center/NRG stadium, shopping close by, 20 minutes to downtown. Walking distance to two bus lines and easy access to light rail. Large bedroom with WiFi, cable TV, queen bed, closet. Relaxing, peaceful home, great for studying/working, kitchen access. Residential street parking or driveway. Complimentary coffee every morning and snacks. My house is your house! My place is good for couples, solo adventurers, and business travelers.",29.65067152,-95.49392828,Home away from home. Centrally located
802,$75,1,Houston,May-15,"Bellaire home with a beautiful wooded backyard including a pool and spa. Private bedroom, ensuite private bathroom, adjacent lounge area with big screen TV and gym. Access to kitchen/fridge &amp; self serve breakfast. Inclusive listing, all welcome.",29.7109837,-95.46692868,Relaxing Oasis w/Private Pool+Gym
803,$119,1,Houston,Jul-16,Wow it would take me very long to count all of the amenities !\nYou have a pool and a jacuzzi on the 7th floor !\nState of the art Gym!\nYou are by everything both major highways \nThe views are just stunning !!!,29.71392724,-95.38139506,Luxury Cozy Apt with Penthouse views!
804,$81,1,Houston,Nov-16,"Wonderful high-rise apartment in the heart of Houston. Very upscale with amazing views. Easily accessible to river oaks, galleria, downtown, theatre, uptown, midtown area. Close to various city attractions such clothing stores, restaurants and the NRG reliant stadium. Very close to major highways and highly secured.",29.7391845,-95.49871115,Amazing Uptown/ Galleria/ River oaks Apartment
805,$102,1,Houston,May-14,"This newly constructed apartment is placed on the south side of Midtown, just up Main Street from the Med Center. These apartments have never been lived in, and are filled with tasteful furniture. This is a perfect location for an extended stay.",29.73899406,-95.37984283,The Best of Midtown/Med-Ctr/Main St
806,$40,1,Houston,May-17,"This spacious one bedroom apartment home is a perfect fit. Authentic hand-scraped hardwood floors, luxury 3 cm granite countertops with an under mount double stainless kitchen sink, stainless steel energy efficient appliances, oversized closet with built-in custom wood shelving and a full size washer and dryer.\nLocated in the heart of the sensational Woodlake Houston, TX area, Its minutes from the galleria, eclectic nightlife, menus of shopping an dinning . Everything is few minutes away",29.73551726,-95.50241684,Luxury Apartment Galleria
807,$99,1,Houston,Jan-17,"Located just across the street from the Super Bowl stadium. I think you‰Ûªll love it - it's cozy, in a quiet neighborhood and within walking distance to major stores and great restaurants. It's perfect for solo, friends, couples, and business travelers.",29.68793531,-95.41971422,One-bedroom across street from Superbowl stadium
808,$80,0,Houston,Oct-14,CLEANING FEE INCLUDED. Studio with full kitchen and private entrance and courtyard in a cozy Montrose neighborhood within walking distance to many restaurants and bars. Premium cable with WIFI included and pets OK.,29.74713324,-95.38522786,Montrose Secluded Studio #1
809,$275,3,Houston,Apr-16,"3 story 3 Bedroom 3.5 bath private Midtown Town Home built in 2016\n\n- 10 mi (5 miles) from NRG Stadium\n- Less than a mile walking distance to Houston's premier nightlife (Cle, Axelrad, Proof, House of Blues, etc.)\n- 12-foot ceilings\n- Swash Dry Cleaning appliance with 10 pods, 75 inch 4K Samsung TV, Bose Speakers, Whirlpool washer/dryer)\n- Balcony medium size\n- On-demand, Netflix, Amazonprime movies, HD DVD",29.74596965,-95.37063915,Modern Luxury Midtown Home in PRIME LOCATION
810,$96,0,Houston,May-14,"This comfortable loft is amazingly situated to enjoy the best that Houston has to offer. It is walking distance to the BBVA Compass Stadium (Go Dynamo!), Minute Maid Park, George R. Brown Convention Center, and Discovery Green.",29.75020885,-95.35526691,Beautiful Downtown Loft -Walk to GRB!
811,$26,1,Houston,Feb-14,You are stay in a private bedroom in our home for a night or longer term. Check out the in-room amenities! We are near a major bus stop for reaching the downtown Metro terminal. There are great and affordable restaurants in the area.\n\nWe have an outdoor dog. He is shifted between the garage and the backyard. We have a bearded dragon (very kid-friendly lizard) in an aquarium in the living room.,29.56489616,-95.1263854,Bedroom in Clear Lake Area Home
812,$89,1,Houston,Mar-16,"Luxury Executive Apartment is situated within The Fairways, a gorgeous resort-style gated-community complex at the South Shore Harbour master planned community in League City, Texas. NASA/Space Center Houston, attractive recreational areas .",29.5400208,-95.05806982,Luxury Executive Apartment Houston1
813,$119,2,Houston,Oct-16,"Located amid the live oaks of the Midtown &amp; Montrose neighborhood, bounded by Downtown, Museum Dist. Location,location,location!Very walkable to some of the best shops and restaurants. My apt. is less than one mile from Downtown, Med.Center, Museum Dist. &amp; Montrose. We are blks from the Metro light rail station. We are 5 miles from the Galleria. You'll love my place because of the tall ceilings, location, views, and charm. It's fantastic for couples, business travelers, and solo adventures.",29.74957953,-95.38064836,2BDR/2BTH Montrose Urban Retreat Flat #1126
814,$126,3,Houston,Apr-15,"Trendy townhome in the heart of East Downtown minutes away from Downtown and Convention Center. Walking distance to El Tiempo, Original Ninfas &amp; Moon Tower Inn. Close to Public transportation and a quick drive to several hotspots around the city!",29.75335553,-95.34248457,Modern Townhome close to Downtown
815,$300,2,Houston,Jan-17,"Welcome to my, modern, lakeside, single story home with pool. My house has 2 double bedrooms, 2 bathrooms and an airy open-plan living and kitchen area, perfect for socializing during your stay.\n\nThis can be your home away from home. I keep my personal belongings and I use this place from time to time.",30.04253162,-95.20456846,Relaxed and modern lakeside house with pool
816,$45,1,Houston,Aug-14,Awesome downtown setting at half the price. Use the saved funds and treat yourself to some Houston fine dining in the neighborhood,29.74838696,-95.35227829,Private Room - Downstairs Level
817,$55,1,Houston,Aug-15,"The best bed ever! en-suite with private entrance in new town home within walking distance of downtown. 24/7 private entrance &amp; outside courtyard featuring built in BBQ with seating. The room includes a queen bed, dedicated dining/workspace, private bathroom, mini-fridge with freezer, microwave, Keurig, Smart TV with access via smarthub button, WiFi with codes in the information book in the room.",29.77120513,-95.36974018,"Large En-Suite with private entry, courtyard, bbq"
818,$45,1,Houston,Jan-17,"This private room is in newly renovated house with beautiful kitchen and spacious living room. Minutes away from Kemah Boardwalk, NASA Johnson Space Center, and Houston Downtown. Perfect place to get away or for business travelers. \nWiFi/Internet, and Netflix are available in the room.\nMy place stay private and quiet throughout the day.\nSelf check in.",29.57278894,-95.11835915,Private room in remodeled house!!
819,$45,1,Houston,Jun-16,"Private Room in a quiet neighborhood. Walking distance from the house you can find :\n-A lot of good places to go eat/grab a drink\n-Galleria Mall\n-Public Transportation (as close as 2 blocks)\n-Multiple Grocery Stores\n\nUseful Information:\n-Main door has a keypad so you can come in and out as you please.\n-Parking available.\n-From the Airport: Uber~$40, Supershuttle~$30, Taxi~$50, Bus~$3. All of the options take approximately 35 minutes except for the bus, which takes 2 hours.",29.73340959,-95.48072402,Private Room by the Galleria
820,$32,1,Houston,Apr-13,"Cozy room is furnished with all modern amenities. Our home is located in the Eastwood community-a centrally located, safe, diverse, bicycle -friendly neighborhood. Our home is a modern and plush diamond in the rough with a heart of gold... don't let the exterior fool you!",29.7317166,-95.32443362,The World Traveler Suite
821,$575,3,Houston,Aug-16,"Waterfront Home Riverfront Home Beautiful\nClose to the airport, the city center, parks, art and culture, and public transport. You‰Ûªll love my place all of the outdoors space, the neighborhood, The River, comfy beds, custom kitchen. The Home is good for couples, Individuals, business travelers, families kids, groups, and pets Water river front water sports Boating Kayaking\n\n2 Night Minimum\nWeekday rate 425.00 \nWeekend Rate 1250.00\nWeekly Rate 2250.00\nMonthly Rate 4500.00\nSuper Bowl 5500.00",29.82961996,-95.08280845,Waterfront Riverfront Home with boat Slip
822,$74,1,Houston,Aug-13,"A 100 year old mix-use building with lots of charm &amp; beautiful new furniture. Central A/C! Ideal for 2 people maximum. It's just outside Downtown, 5 min to the Heights, 10 min to Montrose, &amp; less than 15 min to the Galleria &amp; the Medical Center. Close to the MetroRail. You will often see artists, photographers, &amp; creative-folk as there is also a mix-use studio space within the building where photo-shoots, art gallery openings, and pop up shops are often held. Perfect for the artistic traveler.",29.77330589,-95.35541949,Incredible TRUE ART LOFT near Downtown
823,$167,3,Houston,Oct-13,"Nicely appointed peaceful retreat for couples, family gatherings, mother/daughter bonding, girls getaway weekend, medical procedure recuperation, and business ready travelers.",29.64761193,-95.48490863,Wonderfully Updated 3 bedroom/2.5 bath House
824,$95,1,Houston,Aug-15,"My place is close to restaurants and dining and family-friendly activities. You‰Ûªll love my place because of the outdoors space, the neighborhood, and the light. My place is good for couples, solo adventurers, and business travelers. The Heights is such a great community and the bike path goes on for miles, you can walk to great restaurants or parks. This place is a 10 minute drive to Downtown Houston. Also convenient access to Katy Fwy (I-10). Easily get to the Galleria area in 10 minutes.",29.78453954,-95.40224406,Fabulous apartment ~ convenient location
